,Critical Information Form- A summary of Customer Supplied Standards and Specifications,,,,,,,,,"0876
08212024
Rev 02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Customer,Miter Brands,Quote,8169,,OBJECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INITIAL REVIEW,,,,,   ADVANCED REVIEW ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOCUMENT,SECTION,CUSTOMER STANDARD / PROCESS,RISK,RISK LEVEL,REVIEW DEPARTMENT ,ADVANCED REVIEW NOTES,ADVANCED REVIEW ACTIONS,REVISED RISK LEVEL,ACCEPTABLE    TO PROCEED?,,,INITIAL RISK LEVEL,COUNT,DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[MECHANICAL],System must handle windows up to 96x72 inches and other sizes.,,NONE,MECHANICAL,,,,,,,LOW,6,We do this or likely can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],System must automatically determine window size without barcode or HMI input.,Whether to check all corners or just extents is TBD; impacts cycle time and programming.,MEDIUM,CONTROLS,,Use asynchronous laser finders to get approx location for faster on robot vision detection,LOW,,,,MEDIUM,6,We do not do this and will need a plan to implement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],Use laser measurement on Z axis to find window edge and record size.,"Whether to check all corners or just extents is TBD; impacts cycle time and programming.
If laser sensors cannot eliminate 10–15 seconds, may not meet cycle time.",MEDIUM,CONTROLS,,Use asynchronous laser finders to get approx location for faster on robot vision detection,LOW,,,,HIGH,0,We do not do this and may not be able to determine how to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],Option to check all four corners to set size before operation.,,LOW,CONTROLS,,,,,,,EXTREME,0,"We do not do this, and do not want to do this",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[MECHANICAL],Use 2-axis gantry with Graco pneumatic glue valve on Z.,,NONE,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[MECHANICAL],Provide pneumatic travel for Z depth; no rotary actuator on Z.,,NONE,MECHANICAL,,,,,,,HIGH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[MECHANICAL],"Provide custom, replaceable fixture for each window profile type.",,NONE,MECHANICAL,,,,,,,EXTREME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[MECHANICAL],Clamp window on two axes; use common clamping for all window sizes.,,NONE,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[MECHANICAL],Use series of four wheels to maintain Z distance during glue application.,,NONE,MECHANICAL,,,,,,,ACCEPTABLE TO PROCEED,COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],"Achieve 45 second cycle time including load, clamp, apply, unclamp, unload.","IMPLIED: Cycle time may be exceeded if additional checks or slower programming are required.
May not be able to meet cycle time if additional checks or slower programming are required.",MEDIUM,CONTROLS,Checking with Graco on top material Speed,,,,,,YES,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],Bead application tolerance is ±1/8 inch.,"If frame tolerance is ±1/8 inch, bead application must be exact; stack-up may not fit.
Robot path rounding at corners may affect bead placement tolerance",MEDIUM,CONTROLS,Need bead applciaiton tolerance from Graco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],Clarify bead location within window leg.,"RISK: Bead location requirement is unclear; may impact design and programming.
Bead location and frame tolerance clarification is still pending from customer.",MEDIUM,CONTROLS,Need to determine Bead placement tolerance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[SCOPE],No squeeze out onto window pane; must ensure clean application.,"If frame tolerance is ±1/8 inch, bead application must be exact; stack-up may not fit.",MEDIUM,CONTROLS,Need to compare bead application cross sectional area to available volume in frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[MECHANICAL],Use swing clamps to pin window to datum face and vertically.,,NONE,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[MECHANICAL],Use replaceable fixture blocks for each profile type.,,NONE,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[MECHANICAL],"Always use a datum corner (e.g., lower right) for measurement.",,NONE,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],Customer does not want recipe entry; only select profile family.,,NONE,CONTROLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],Mount two laser distance sensors at top and left edge for rough dimension.,,LOW,CONTROLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],PCF must meter outflow with robot speed at any moment.,,NONE,CONTROLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[CONTROLS],Millimeter-level accuracy is sufficient for bead application.,,LOW,CONTROLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[APPS],"Customer wants system cost at or below $285,000.",Cannot add two glue heads/gantries due to budget constraints.,LOW,APPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meeting Transcript – 2026-01-02,[APPS],Potential NRE savings if multiple units purchased.,,NONE,APPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
